,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,utilities,lot_config,land_slope,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,heating_qc,electrical,low_qual_fin_sf,gr_liv_area,full_bath,half_bath,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice,original,porch,total_sf,total_rooms
427,1379,905103030,eighty,RL,80.0,13014,3,3,Inside,2,Sawyer,SLvl,6,5,1978,1978,Gable,HdBoard,Plywood,BrkFace,39.0,2,2,CBlock,4.0,4.0,3.0,5.0,528.0,1.0,0.0,480.0,2,4.0,0,1096,2.0,0.0,1,2,7,1,3.0,Attchd,1978.0,1.0,2.0,484.0,4.0,4.0,2,168,0,0.0,0.0,0,12,2008,11.967180737247824,train,0,2104.0,9
428,491,528292030,sixty,RL,0.0,15896,1,3,CulDSac,2,Gilbert,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,210.0,3,2,PConc,5.0,4.0,1.0,5.0,913.0,1.0,0.0,264.0,4,4.0,0,2312,3.0,1.0,1,3,7,1,4.0,BuiltIn,1999.0,3.0,3.0,658.0,4.0,4.0,2,298,0,0.0,0.0,0,5,2009,12.409013489526863,train,0,3489.0,12
429,1002,527140090,hundredtwenty,RL,41.0,5395,2,3,Inside,2,StoneBr,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,None,0.0,3,2,PConc,5.0,4.0,1.0,6.0,733.0,1.0,0.0,604.0,3,4.0,0,1337,3.0,0.0,1,3,7,1,4.0,Attchd,1993.0,2.0,2.0,462.0,4.0,4.0,2,96,0,0.0,0.0,0,10,2008,12.100712129872347,train,1,2674.0,7
430,1848,533223050,hundredsixty,FV,0.0,5105,1,3,FR2,2,Somerst,2Story,7,5,2004,2004,Gable,MetalSd,MetalSd,None,0.0,3,2,PConc,5.0,4.0,1.0,6.0,239.0,1.0,0.0,312.0,4,4.0,0,1102,2.0,1.0,1,3,7,0,0.0,Detchd,2004.0,1.0,2.0,480.0,4.0,4.0,2,0,0,0.0,0.0,0,3,2007,11.910358401381128,train,1,1653.0,6
431,1455,907251090,sixty,RL,75.0,9473,3,3,Inside,2,CollgCr,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,none,0.0,3,2,PConc,5.0,4.0,1.0,6.0,804.0,1.0,0.0,324.0,4,4.0,0,2031,3.0,1.0,1,3,7,1,5.0,Attchd,2002.0,2.0,2.0,577.0,4.0,4.0,2,0,0,0.0,0.0,0,3,2008,12.375815420117268,train,1,3159.0,10
432,908,909175080,thirty,RL,60.0,8400,3,3,Inside,2,SWISU,1Story,2,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4.0,3.0,1.0,3.0,290.0,1.0,0.0,0.0,2,2.0,0,438,1.0,0.0,1,1,7,0,0.0,Detchd,1930.0,1.0,1.0,246.0,4.0,4.0,0,0,0,0.0,0.0,0,1,2009,11.002099841204238,train,0,728.0,4
433,1490,908103260,eightyfive,RL,64.0,12102,3,3,Inside,2,Edwards,SFoyer,5,5,1976,1976,Gable,HdBoard,Plywood,BrkFace,222.0,2,2,CBlock,5.0,5.0,4.0,5.0,456.0,1.0,0.0,0.0,4,4.0,0,1033,1.0,1.0,1,2,7,0,0.0,BuiltIn,1976.0,2.0,2.0,504.0,3.0,4.0,2,224,0,0.0,0.0,0,4,2008,12.013700752882718,train,0,1489.0,9
434,1465,907262060,sixty,RL,41.0,10905,1,3,CulDSac,2,CollgCr,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1129.0,4,4.0,0,2327,2.0,1.0,1,3,7,1,5.0,BuiltIn,2003.0,2.0,2.0,596.0,4.0,4.0,2,0,0,0.0,0.0,0,8,2008,12.388394202324129,train,1,3456.0,13
435,1627,527163080,twenty,RL,0.0,9556,2,3,Corner,2,Gilbert,1Story,7,5,1992,1993,Gable,HdBoard,HdBoard,BrkFace,52.0,2,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1168.0,3,4.0,0,1187,2.0,0.0,1,3,7,0,0.0,Attchd,1992.0,2.0,2.0,420.0,4.0,4.0,2,0,0,0.0,0.0,0,8,2007,11.982929094215963,train,1,2355.0,9
436,2849,909201180,hundredninety,RH,58.0,6430,3,3,Corner,2,SWISU,1.5Fin,6,6,1945,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4.0,4.0,3.0,4.0,780.0,1.0,0.0,0.0,2,2.0,0,1340,2.0,0.0,1,2,7,0,0.0,Attchd,1945.0,1.0,1.0,440.0,4.0,4.0,2,0,0,0.0,0.0,0,7,2006,11.759785542901755,train,0,2120.0,9
437,1501,908201100,ninety,RL,65.0,6040,3,3,Inside,2,Edwards,1Story,4,5,1955,1955,Gable,AsbShng,Plywood,None,0.0,2,2,PConc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0,1152,2.0,0.0,2,1,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,6,2008,11.314474526246391,train,0,1152.0,8
438,626,535125070,twenty,RL,80.0,14695,2,3,Inside,2,NAmes,1Story,6,8,1966,2008,Gable,MetalSd,MetalSd,BrkFace,210.0,2,3,CBlock,4.0,4.0,1.0,5.0,1387.0,1.0,0.0,175.0,3,4.0,0,1567,3.0,0.0,1,3,7,2,5.0,Attchd,1966.0,1.0,2.0,542.0,4.0,4.0,2,0,0,0.0,2.0,0,7,2009,12.4529327234617,train,1,3129.0,7
439,722,902401130,seventy,RM,50.0,9000,3,3,Inside,2,OldTown,2Story,7,9,1920,1988,Hip,VinylSd,VinylSd,None,0.0,2,3,PConc,4.0,4.0,1.0,5.0,624.0,1.0,0.0,26.0,4,4.0,0,1482,1.0,1.0,1,2,7,0,0.0,Detchd,1930.0,1.0,2.0,324.0,4.0,4.0,2,0,0,0.0,0.0,0,7,2009,11.870599909242044,train,0,2132.0,10
440,2260,916384050,twenty,RL,67.0,8368,2,3,Inside,2,Timber,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1689.0,4,4.0,0,1689,2.0,0.0,1,3,7,0,0.0,Attchd,2007.0,3.0,2.0,433.0,4.0,4.0,2,100,0,0.0,0.0,0,4,2007,12.353254815881487,train,1,3378.0,10
441,1639,527226040,hundredninety,RL,195.0,41600,2,3,FR2,2,Gilbert,1Story,5,5,1969,1990,Gable,HdBoard,HdBoard,None,0.0,2,2,CBlock,5.0,4.0,4.0,5.0,1047.0,1.0,0.0,53.0,2,4.0,0,1424,2.0,1.0,1,2,4,0,0.0,2Types,1969.0,1.0,3.0,828.0,4.0,4.0,0,144,0,0.0,0.0,0,11,2007,11.951180395901384,train,0,2524.0,10
442,1603,923252100,twenty,RL,59.0,6490,3,3,Inside,2,Mitchel,1Story,5,7,1983,1983,Gable,VinylSd,VinylSd,None,0.0,2,3,CBlock,4.0,4.0,1.0,6.0,534.0,1.0,0.0,282.0,4,4.0,0,816,1.0,1.0,1,2,7,0,0.0,Attchd,1983.0,1.0,1.0,264.0,4.0,4.0,2,315,0,0.0,2.0,0,4,2008,11.763684183317412,train,0,1632.0,6
443,1520,909177120,thirty,RL,60.0,7290,3,3,Corner,2,SWISU,1Story,7,8,1921,1950,Gable,WdShing,Wd Shng,BrkFace,174.0,2,2,BrkTil,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1228.0,4,4.0,0,1424,2.0,0.0,1,2,7,1,5.0,Attchd,1921.0,1.0,1.0,312.0,4.0,4.0,2,0,0,0.0,0.0,0,4,2008,12.031719258385396,train,1,2652.0,9
444,1665,527402240,sixty,RL,0.0,7472,2,3,CulDSac,2,NAmes,2Story,7,9,1972,2004,Gable,HdBoard,HdBoard,BrkFace,138.0,2,2,CBlock,4.0,4.0,1.0,5.0,626.0,1.0,0.0,99.0,3,4.0,0,1479,2.0,1.0,1,3,7,0,0.0,Attchd,1972.0,3.0,2.0,484.0,4.0,4.0,2,0,0,0.0,0.0,0,6,2007,12.122691036591123,train,1,2204.0,11
445,2635,535478110,hundredninety,RL,70.0,7000,3,3,Inside,2,NAmes,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,4.0,4.0,3.0,5.0,953.0,1.0,0.0,72.0,2,4.0,0,1025,2.0,0.0,1,2,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,2,96,0,0.0,0.0,0,3,2006,11.728036844587175,train,1,2050.0,9
446,581,534127130,twenty,RL,0.0,11717,2,3,Inside,2,NWAmes,1Story,6,6,1970,1970,Hip,HdBoard,HdBoard,BrkFace,571.0,2,2,CBlock,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1442.0,2,4.0,0,1442,2.0,0.0,1,2,7,1,4.0,Attchd,1970.0,2.0,2.0,615.0,4.0,4.0,2,371,0,0.0,0.0,0,2,2009,12.128111104060462,train,0,2884.0,8
447,2435,528240080,sixty,RL,106.0,11194,2,3,Corner,2,Gilbert,2Story,8,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,40.0,3,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1406.0,4,4.0,0,1936,2.0,1.0,1,3,7,1,4.0,Attchd,2000.0,2.0,2.0,504.0,4.0,4.0,2,188,0,0.0,0.0,0,11,2006,12.348006141418841,train,1,3342.0,10
448,2799,907285010,sixty,RL,90.0,11250,2,3,Corner,2,CollgCr,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,227.0,2,2,PConc,5.0,4.0,2.0,5.0,796.0,1.0,0.0,258.0,4,4.0,0,1939,2.0,2.0,1,3,7,1,4.0,Attchd,1998.0,2.0,3.0,555.0,4.0,4.0,2,128,0,0.0,0.0,0,5,2006,12.332705296463539,train,1,2993.0,11
449,883,907414080,sixty,RL,64.0,8633,3,3,FR2,2,CollgCr,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,4.0,1.0,6.0,193.0,1.0,0.0,545.0,4,4.0,0,1476,3.0,1.0,1,3,7,0,0.0,Attchd,2005.0,3.0,2.0,540.0,4.0,4.0,2,100,0,0.0,0.0,0,2,2009,12.063932878369052,train,1,2214.0,10
450,2537,534201300,eightyfive,RL,70.0,8400,3,3,Inside,2,NAmes,SFoyer,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0.0,2,2,CBlock,5.0,4.0,4.0,6.0,744.0,1.0,0.0,89.0,3,4.0,0,898,2.0,0.0,1,2,7,0,0.0,Attchd,1968.0,2.0,1.0,326.0,4.0,4.0,2,143,0,0.0,0.0,0,8,2006,11.84939770159144,train,0,1731.0,9
451,1120,528439010,twenty,RL,87.0,10037,3,3,Corner,2,Somerst,1Story,8,5,2006,2007,Hip,VinylSd,VinylSd,none,0.0,3,2,PConc,6.0,4.0,1.0,6.0,666.0,1.0,0.0,794.0,4,4.0,0,1460,2.0,0.0,1,3,7,1,5.0,Attchd,2006.0,3.0,2.0,480.0,4.0,4.0,2,0,0,0.0,0.0,0,8,2008,12.417143615610113,train,1,2920.0,9
452,774,905107310,eightyfive,RL,0.0,8014,2,3,CulDSac,2,Sawyer,SFoyer,6,5,1978,1978,Gable,Plywood,HdBoard,BrkFace,23.0,2,2,CBlock,5.0,4.0,4.0,6.0,456.0,1.0,0.0,0.0,2,4.0,0,1034,1.0,1.0,1,2,7,1,3.0,Basment,1978.0,3.0,2.0,504.0,4.0,4.0,2,0,0,0.0,0.0,0,6,2009,11.917723684090689,train,0,1490.0,8
453,1447,907202010,twenty,RL,0.0,12250,2,3,Inside,2,CollgCr,1Story,5,6,1978,1978,Gable,HdBoard,HdBoard,BrkFace,180.0,2,2,CBlock,5.0,4.0,2.0,5.0,781.0,1.0,0.0,83.0,4,4.0,0,1174,2.0,0.0,1,2,7,0,0.0,Attchd,1978.0,1.0,2.0,528.0,4.0,4.0,2,211,0,0.0,0.0,0,5,2008,11.970350312009105,train,1,2038.0,8
454,104,533223100,hundredsixty,FV,0.0,2403,2,3,FR2,2,Somerst,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,4.0,1.0,6.0,244.0,1.0,0.0,286.0,4,4.0,0,1080,2.0,1.0,1,3,7,0,0.0,Attchd,2003.0,2.0,2.0,496.0,4.0,4.0,2,0,0,0.0,0.0,0,6,2010,11.898935885244258,train,1,1610.0,6
455,2694,903454080,fifty,RM,50.0,8600,3,3,Inside,2,IDOTRR,1.5Fin,6,6,1937,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4.0,4.0,1.0,1.0,0.0,1.0,0.0,780.0,2,4.0,0,1376,2.0,0.0,1,2,7,1,5.0,Detchd,1937.0,1.0,1.0,198.0,4.0,4.0,0,0,0,0.0,0.0,0,6,2006,11.691071650353702,train,0,2156.0,10
456,920,909275080,fifty,RL,60.0,13680,3,3,Inside,1,Crawfor,1.5Fin,5,6,1940,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4.0,4.0,1.0,5.0,728.0,1.0,0.0,112.0,4,4.0,0,1567,2.0,1.0,1,2,5,2,4.0,Detchd,1961.0,1.0,2.0,440.0,4.0,4.0,2,0,0,0.0,4.0,0,2,2009,12.230765258120545,train,1,2407.0,8
457,1951,535379110,seventy,RL,60.0,10800,3,3,Inside,2,OldTown,2Story,5,9,1895,1999,Gable,Wd Sdng,HdBoard,None,0.0,2,3,CBlock,5.0,4.0,3.0,1.0,0.0,1.0,0.0,736.0,4,4.0,0,1534,1.0,1.0,1,3,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,7,2007,11.904967552746252,train,1,2270.0,9
458,9,527146030,hundredtwenty,RL,39.0,5389,2,3,Inside,2,StoneBr,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,None,0.0,3,2,PConc,5.0,4.0,1.0,6.0,1180.0,1.0,0.0,415.0,4,4.0,0,1616,3.0,0.0,1,3,7,1,4.0,Attchd,1995.0,2.0,2.0,608.0,4.0,4.0,2,237,0,0.0,0.0,0,3,2010,12.373703486914124,train,1,3211.0,7
459,2848,909176180,fifty,RL,60.0,10890,3,3,Inside,2,SWISU,1.5Fin,5,5,1938,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3.0,4.0,1.0,2.0,930.0,1.0,0.0,128.0,2,4.0,0,1551,3.0,0.0,1,1,7,0,0.0,Detchd,1938.0,1.0,1.0,240.0,3.0,4.0,2,0,0,0.0,3.0,0,7,2006,11.827736204810263,train,0,2609.0,9
460,614,534431130,twenty,RL,68.0,9768,3,3,Inside,2,NAmes,1Story,5,5,1955,1955,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4.0,4.0,1.0,3.0,100.0,5.0,247.0,613.0,3,4.0,0,960,2.0,0.0,1,2,7,0,0.0,Attchd,1955.0,2.0,1.0,330.0,4.0,4.0,2,0,0,0.0,3.0,0,2,2009,11.711776323715394,train,1,1920.0,7
461,1736,528222030,twenty,RL,73.0,8993,2,3,Inside,2,Gilbert,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,4.0,3.0,1.0,0.0,1.0,0.0,1302.0,4,4.0,0,1302,2.0,0.0,1,3,7,0,0.0,Attchd,2007.0,3.0,2.0,436.0,4.0,4.0,2,0,0,0.0,0.0,0,8,2007,12.080991165908294,train,1,2604.0,9
462,2686,903400030,thirty,RL,50.0,11672,1,3,Inside,2,BrkSide,1Story,5,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4.0,4.0,1.0,1.0,0.0,1.0,0.0,816.0,2,3.0,0,816,1.0,0.0,1,2,7,0,0.0,Detchd,1925.0,1.0,1.0,210.0,3.0,3.0,0,168,0,0.0,0.0,0,7,2006,11.59910316121128,train,1,1632.0,6
463,2257,916253320,hundredtwenty,RM,0.0,9763,2,3,Inside,2,GrnHill,1Story,7,5,1998,1998,Gable,Wd Sdng,Wd Sdng,BrkFace,239.0,3,2,PConc,5.0,4.0,1.0,6.0,1102.0,5.0,72.0,328.0,4,4.0,0,1502,2.0,1.0,1,3,7,1,4.0,Attchd,1998.0,3.0,1.0,286.0,4.0,4.0,2,0,0,0.0,0.0,0,9,2007,12.706847933442663,train,0,3004.0,6
464,1284,902100020,twenty,RM,56.0,9836,3,3,Inside,2,OldTown,1Story,6,5,2008,2008,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4.0,4.0,1.0,6.0,96.0,1.0,0.0,96.0,3,4.0,0,1133,2.0,0.0,1,2,7,0,0.0,Detchd,2008.0,1.0,1.0,308.0,4.0,4.0,2,0,0,0.0,0.0,0,12,2008,11.870599909242044,train,1,1325.0,10
465,1765,528340030,sixty,RL,89.0,10557,2,3,Inside,2,NoRidge,2Story,9,5,1998,1998,Gable,MetalSd,MetalSd,BrkFace,422.0,3,2,PConc,6.0,4.0,4.0,6.0,672.0,1.0,0.0,736.0,4,4.0,0,3078,3.0,1.0,1,3,7,1,4.0,Attchd,1998.0,3.0,3.0,806.0,4.0,4.0,2,108,0,0.0,0.0,0,7,2007,12.92391243868049,train,1,4486.0,13
466,1811,531380110,sixty,RL,70.0,8462,2,3,Inside,2,SawyerW,2Story,6,5,1994,1994,Gable,HdBoard,HdBoard,BrkFace,105.0,3,3,PConc,5.0,5.0,1.0,6.0,814.0,1.0,0.0,114.0,4,4.0,0,1721,2.0,2.0,1,3,7,0,0.0,Attchd,1994.0,2.0,2.0,471.0,4.0,4.0,2,300,0,0.0,0.0,0,7,2007,12.211060187041213,train,1,2649.0,10
467,2603,535380130,fifty,RL,60.0,10818,3,3,Inside,2,OldTown,1.5Fin,4,4,1910,1950,Gable,VinylSd,VinylSd,None,0.0,2,2,BrkTil,3.0,4.0,1.0,1.0,0.0,1.0,0.0,1077.0,2,3.0,0,1760,1.0,1.0,1,2,7,1,4.0,Detchd,1935.0,1.0,2.0,648.0,3.0,4.0,2,120,0,0.0,0.0,0,2,2006,11.289781913656018,train,1,2837.0,11
468,2220,909282020,seventy,RL,61.0,7259,2,3,Inside,1,Crawfor,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4.0,4.0,1.0,5.0,774.0,2.0,150.0,104.0,4,4.0,0,2320,3.0,1.0,1,3,7,1,4.0,Detchd,1945.0,1.0,1.0,180.0,4.0,4.0,2,224,0,0.0,3.0,0,7,2007,12.46651198158808,train,0,3348.0,12
469,2273,916477060,sixty,RL,0.0,11800,2,3,Inside,2,Timber,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,94.0,3,2,PConc,5.0,4.0,4.0,6.0,766.0,1.0,0.0,356.0,4,4.0,0,2486,4.0,1.0,1,3,7,1,5.0,BuiltIn,2003.0,3.0,2.0,452.0,4.0,4.0,2,143,0,0.0,0.0,0,7,2007,12.542187675503545,train,1,3608.0,15
470,163,535453070,twenty,RL,75.0,7500,3,3,Inside,2,NAmes,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,None,0.0,2,2,CBlock,4.0,4.0,1.0,2.0,340.0,3.0,906.0,0.0,4,4.0,0,1246,2.0,1.0,1,3,7,0,0.0,Attchd,1959.0,2.0,1.0,305.0,4.0,4.0,2,218,0,0.0,4.0,0,5,2010,11.944707881395766,train,0,2492.0,9
471,2116,906426060,fifty,RL,0.0,159000,1,3,CulDSac,0,ClearCr,1.5Fin,6,7,1958,2006,Gable,Wd Sdng,HdBoard,BrkCmn,472.0,3,2,CBlock,5.0,4.0,4.0,3.0,697.0,1.0,0.0,747.0,3,4.0,0,2144,2.0,1.0,1,3,7,2,4.0,Attchd,1958.0,3.0,2.0,389.0,4.0,4.0,2,0,0,0.0,0.0,500,6,2007,12.531772785169476,train,1,3588.0,11
472,2734,905403050,fifty,RL,62.0,6488,3,3,Inside,2,Edwards,1.5Fin,5,5,1942,1950,Gable,BrkFace,Wd Sdng,None,0.0,2,2,BrkTil,4.0,4.0,1.0,2.0,230.0,1.0,0.0,569.0,4,3.0,0,1150,1.0,0.0,1,2,4,2,4.0,BuiltIn,1942.0,1.0,1.0,215.0,4.0,4.0,2,264,0,0.0,0.0,0,3,2006,11.759785542901755,train,0,1949.0,9
473,426,528108010,twenty,RL,110.0,14230,3,3,Corner,2,NridgHt,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,640.0,3,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1566.0,4,4.0,0,1600,2.0,0.0,1,3,7,1,5.0,Attchd,2007.0,2.0,3.0,890.0,4.0,4.0,2,0,0,0.0,0.0,0,7,2009,12.454103912352162,train,1,3166.0,10
474,2216,909276210,fifty,RL,110.0,7810,2,3,Inside,2,Crawfor,1.5Fin,4,6,1930,2003,Gable,AsbShng,CmentBd,None,0.0,2,3,BrkTil,4.0,5.0,1.0,6.0,189.0,1.0,0.0,741.0,4,4.0,0,1755,2.0,0.0,1,3,7,1,4.0,Detchd,1930.0,1.0,1.0,231.0,3.0,4.0,2,0,0,0.0,0.0,0,11,2007,12.144197241812087,train,1,2685.0,11
475,2900,916475100,twenty,RL,85.0,14331,3,3,Inside,2,Timber,1Story,8,5,2002,2002,Hip,VinylSd,VinylSd,BrkFace,630.0,3,2,PConc,6.0,4.0,4.0,6.0,1274.0,1.0,0.0,526.0,4,4.0,0,1800,3.0,0.0,1,3,7,1,5.0,Attchd,2002.0,3.0,3.0,765.0,4.0,4.0,2,270,0,0.0,0.0,0,5,2006,12.652359748158593,train,1,3600.0,10
476,97,533212010,hundredsixty,FV,30.0,3182,3,3,Inside,2,Somerst,2Story,7,5,2004,2005,Gable,MetalSd,MetalSd,None,0.0,3,2,PConc,5.0,4.0,1.0,1.0,0.0,1.0,0.0,600.0,4,4.0,0,1200,2.0,1.0,1,3,7,0,0.0,Detchd,2004.0,2.0,2.0,480.0,4.0,4.0,2,0,0,0.0,0.0,0,6,2010,11.925035115797062,train,1,1800.0,6
477,1680,527451170,hundredsixty,RM,24.0,1920,3,3,Inside,2,BrDale,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,376.0,2,2,CBlock,4.0,4.0,1.0,5.0,471.0,1.0,0.0,294.0,4,4.0,0,1365,2.0,1.0,1,2,6,0,0.0,Detchd,1971.0,1.0,2.0,440.0,4.0,4.0,2,240,0,0.0,0.0,0,8,2007,11.715866308966918,train,1,2130.0,8
478,1133,531371070,sixty,RL,68.0,10110,3,3,Inside,2,SawyerW,2Story,6,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,4.0,2.0,6.0,80.0,5.0,555.0,200.0,4,4.0,0,1696,3.0,1.0,1,3,7,0,0.0,Attchd,2003.0,2.0,2.0,542.0,4.0,4.0,2,143,0,0.0,0.0,0,7,2008,12.144197241812087,train,1,2531.0,10
479,2761,906394010,sixty,RL,91.0,10984,2,3,Corner,2,CollgCr,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,5.0,4.0,4.0,1.0,0.0,1.0,0.0,945.0,4,4.0,0,1809,2.0,1.0,1,3,7,0,0.0,Attchd,2005.0,2.0,2.0,638.0,4.0,4.0,2,144,0,0.0,0.0,0,5,2006,12.253433216890011,train,1,2754.0,11
480,1642,527256030,twenty,RL,85.0,14082,2,3,Inside,2,StoneBr,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,945.0,3,2,PConc,6.0,5.0,4.0,6.0,1558.0,1.0,0.0,662.0,4,4.0,0,2234,2.0,1.0,1,3,7,1,5.0,Attchd,2006.0,2.0,2.0,724.0,4.0,4.0,2,390,0,0.0,0.0,0,1,2007,12.998904514672732,train,1,4454.0,8
481,1141,531382110,sixty,RL,50.0,8480,2,3,Inside,2,SawyerW,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,BrkFace,120.0,3,2,PConc,5.0,4.0,1.0,6.0,602.0,1.0,0.0,284.0,4,4.0,0,1680,2.0,2.0,1,3,7,0,0.0,Attchd,1993.0,2.0,2.0,474.0,4.0,4.0,2,144,0,0.0,0.0,0,10,2008,12.0015054797889,train,1,2566.0,10
482,2118,906475110,sixty,RL,0.0,12205,2,3,Inside,2,ClearCr,2Story,6,8,1966,2007,Gable,HdBoard,HdBoard,BrkFace,157.0,2,2,CBlock,4.0,3.0,4.0,2.0,568.0,1.0,0.0,264.0,3,4.0,0,2087,2.0,1.0,1,3,7,0,0.0,Attchd,1966.0,3.0,2.0,444.0,4.0,4.0,2,133,0,0.0,0.0,0,7,2007,12.141534124392603,train,1,2919.0,14
483,870,907275010,twenty,RL,90.0,15750,3,3,FR3,2,CollgCr,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,260.0,3,2,PConc,5.0,4.0,4.0,6.0,1246.0,1.0,0.0,216.0,4,4.0,0,1513,3.0,0.0,1,3,7,1,4.0,Attchd,1999.0,3.0,2.0,521.0,4.0,4.0,2,135,0,0.0,0.0,0,6,2009,12.301382825334498,train,1,2975.0,7
484,1875,534201040,twenty,RL,70.0,8050,3,3,Inside,2,NAmes,1Story,5,6,1967,1993,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,4.0,4.0,1.0,5.0,474.0,4.0,38.0,437.0,2,4.0,0,1107,2.0,0.0,1,3,7,0,0.0,Attchd,1967.0,2.0,1.0,308.0,4.0,4.0,2,88,0,0.0,0.0,0,3,2007,11.751942365440728,train,1,2056.0,8
485,155,535327140,twenty,RL,60.0,7200,3,3,Inside,2,NAmes,1Story,5,7,1955,2007,Gable,VinylSd,VinylSd,None,0.0,2,2,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,0,827,1.0,0.0,1,2,4,1,2.0,Detchd,1967.0,1.0,1.0,392.0,4.0,4.0,2,0,0,0.0,0.0,0,4,2010,11.585246126549855,train,0,827.0,7
486,1318,902328040,seventyfive,RM,35.0,6300,3,3,Inside,2,OldTown,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,0.0,2,2,CBlock,4.0,4.0,1.0,1.0,0.0,1.0,0.0,742.0,4,4.0,0,1484,2.0,0.0,1,2,7,1,5.0,none,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0,6,2008,11.759785542901755,train,1,2226.0,12
487,1285,902100030,thirty,RM,30.0,5232,0,3,Inside,2,OldTown,1Story,5,5,1925,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3.0,4.0,1.0,1.0,0.0,1.0,0.0,680.0,3,1.0,0,764,1.0,0.0,1,2,7,0,0.0,Detchd,1965.0,1.0,2.0,504.0,4.0,4.0,0,0,0,0.0,0.0,0,6,2008,11.198214720130528,train,0,1444.0,6
